CODE_SITE;CODE_CELLULE;TYPE_CELLULE;VENTILATION;CAPACITE
D216;M306;;;100
D216;M307;;;100
D216;M308;;;100
D216;M309;;;100
D216;M310;;;100
D216;M401;;OUI;8500
D216;M501;;OUI;150
D216;M502;;OUI;150
D217;M000;;;0
D217;M004;Palplanche;OUI;350
D217;M005;Palplanche;OUI;350
D217;M006;Palplanche;OUI;350
D217;M007;Palplanche;OUI;350
D217;M008;Palplanche;OUI;350
D217;M009;Palplanche;OUI;350
D217;M010;Palplanche;OUI;350
D217;M011;Palplanche;OUI;350
D217;M012;Palplanche;OUI;350
D217;M013;Palplanche;OUI;350
D217;M014;Palplanche;OUI;350
D217;M015;Palplanche;OUI;350
D217;M016;Palplanche;OUI;350
D217;M017;Palplanche;OUI;350
D217;M018;Palplanche;OUI;350
D217;M019;Palplanche;OUI;350
D217;M020;Palplanche;OUI;350
D217;M021;Palplanche;OUI;350
D217;M022;Palplanche;OUI;350
D217;M023;Palplanche;OUI;350
D217;M024;Palplanche;OUI;350
D217;M025;Palplanche;OUI;350
D217;M026;Palplanche;OUI;350
D217;M027;Palplanche;OUI;350
D217;M028;Palplanche;OUI;350
D217;M029;Palplanche;OUI;350
D217;M103;;;125
D217;M104;;;125
D217;M130;;;40
D217;M131;;;40
D217;M132;;;40
D217;M133;;;40
D217;M301;;;90
D217;M302;;;90
D217;M303;;;90
D217;M304;;;90
D217;M305;;;90
D217;M306;;;90
D222;M000;;;0
D222;M301;;;40
D222;M302;;;40
D222;M303;;;40
D222;M304;;;40
D222;M305;;;20
D222;M306;;;20
D222;M307;;;40
D222;M308;;;40
D222;M309;;;40
D222;M401;;;600
D222;M701;;;500
D222;M702;;;1000
D223;M000;;;0
D223;M101;;;50
D223;M102;;;50
D223;M103;;;50
D223;M104;;;50
D223;M301;;;1000
D405;M000;;;0
D405;M001;Béton;OUI;650
D405;M002;Béton;OUI;180
D405;M003;Béton;OUI;750
D405;M004;Béton;OUI;800
D405;M005;Béton;OUI;200
D405;M006;Béton;OUI;800
D405;M007;Béton;OUI;750
D405;M008;Béton;OUI;200
D405;M009;Béton;OUI;750
D405;M010;Béton;OUI;800
D405;M105;;;60
D405;M301;Béton;OUI;60
D405;M401;Béton;OUI;1000
D418;M000;;;0
D418;M001;Béton;OUI;180
D418;M002;Béton;OUI;180
D418;M101;;;50
D418;M102;;;50
D418;M301;;;25
D418;M302;;;25
D426;M000;;;0
D426;M001;Béton;OUI;450
D426;M002;Béton;OUI;450
D426;M101;;;180
D426;M102;;;180
D426;M103;;;180
D435;M000;;;0
D435;M001;Béton;OUI;500
D435;M002;Béton;OUI;500
D435;M003;Béton;OUI;600
D435;M004;Béton;OUI;600
D435;M005;Béton;OUI;600
D435;M006;Béton;OUI;600
D435;M007;Béton;OUI;600
D435;M008;Béton;OUI;600
D435;M101;;;30
D435;M102;;;30
D435;M201;;;50
D435;M202;;OUI;50
D435;M203;;;50
D435;M204;;OUI;50
D435;M205;;OUI;50
D435;M207;;OUI;50
D435;M208;;OUI;50
D435;M209;;OUI;50
D435;M210;;OUI;50
D435;M211;;OUI;0
D435;M212;;OUI;50
D435;M301;;;50
D435;M302;;OUI;50
D435;M303;;;50
D435;M304;;;50
D439;M000;;OUI;0
D439;M001;Béton;OUI;250
D439;M002;Béton;OUI;250
D439;M003;Béton;OUI;500
D439;M004;Béton;OUI;500
D439;M101;;;100
D439;M102;;;100
D439;M103;;;30
D439;M104;;;30
D439;M205;;;70
D439;M206;;;70
D439;M207;;;70
D439;M301;;;130
D439;M302;;;130
D439;M303;;;130
D439;M304;;;130
D439;M305;;;130
D440;M000;;OUI;0
D440;M001;Type_privé;OUI;450
D440;M002;Type_privé;OUI;450
D440;M101;;;100
D440;M102;;;100
D440;M103;;;30
D441;M000;;;0
D441;M001;Béton;OUI;650
D441;M002;Béton;OUI;650
D441;M003;Béton;OUI;650
D441;M004;Béton;OUI;650
D441;M005;Béton;OUI;650
D441;M006;Béton;OUI;650
D441;M007;Béton;OUI;650
D441;M008;Béton;OUI;650
D441;M101;;OUI;20
D441;M102;;OUI;35
D441;M201;Béton;;50
D441;M202;Béton;OUI;50
D441;M203;Béton;;50
D441;M204;Béton;OUI;50
D441;M205;Béton;OUI;50
D441;M206;Béton;;50
D441;M207;Béton;OUI;50
D441;M208;Béton;OUI;50
D441;M209;Béton;OUI;50
D441;M210;Béton;OUI;50
D441;M211;Béton;;0
D441;M212;Béton;OUI;50
D441;M301;;OUI;0
D441;M302;;OUI;0
D441;M303;;OUI;0
D441;M304;;OUI;0
D441;M305;;OUI;0
D442;M000;;;0
D442;M001;;OUI;750
D442;M002;;OUI;750
D442;M003;;OUI;750
D442;M004;;OUI;750
D442;M005;Béton;OUI;750
D442;M006;Béton;OUI;750
D442;M007;Béton;OUI;750
D442;M008;Béton;OUI;750
D442;M009;Béton;OUI;750
D442;M010;Béton;OUI;750
D442;M011;Béton;OUI;750
D442;M012;Béton;OUI;750
D442;M013;Béton;OUI;750
D442;M201;Béton;;200
D442;M202;Béton;;200
D442;M203;Béton;;220
D442;M204;Béton;;220
D442;M205;Béton;;220
D442;M301;;;90
D442;M302;;;90
D442;M303;;;90
D442;M304;;;90
D442;M305;;;120
D456;M000;;;0
D456;M001;Béton;OUI;650
D456;M002;Béton;OUI;650
D456;M003;Béton;OUI;650
D456;M004;Béton;OUI;650
D456;M005;Béton;OUI;650
D456;M006;Béton;OUI;650
D456;M007;Béton;OUI;650
D456;M008;Béton;OUI;650
D456;M113;;;20
D456;M114;;;25
D456;M115;;;120
D456;M201;Béton;;50
D456;M202;Béton;OUI;50
D456;M203;Béton;;50
D456;M204;Béton;OUI;50
D456;M205;Béton;OUI;50
D456;M206;Béton;;50
D456;M207;Béton;OUI;50
D456;M208;Béton;OUI;50
D456;M209;Béton;OUI;50
D456;M210;Béton;OUI;50
D456;M211;Béton;OUI;50
D456;M212;Béton;OUI;50
D456;M306;;;50
D456;M307;;;150
D456;M701;;;1000
D456;M801;;;200
D460;M000;;;0
D460;M101;;;250
D460;M102;;;250
D462;M000;;;0
D462;M001;Béton;OUI;1100
D462;M002;Béton;OUI;1100
D462;M003;Béton;OUI;1100
D462;M004;Béton;OUI;1100
D462;M005;Béton;OUI;750
D462;M006;Béton;OUI;750
D462;M007;Béton;OUI;750
D462;M008;Béton;OUI;750
D462;M101;;;120
D462;M102;;;120
D462;M103;;;20
D462;M104;;;20
D462;M301;;OUI;60
D462;M302;;OUI;60
D462;M303;;OUI;60
D462;M304;;OUI;60
D462;M305;;OUI;60
D462;M501;Béton;OUI;150
D462;M502;Béton;OUI;150
D462;M503;Béton;OUI;150
D462;M504;Béton;OUI;150
D462;M701;;;500
D462;M702;;;500
D472;M000;;;0
D472;M001;Béton;;150
D472;M002;Béton;;150
D472;M101;;;60
D472;M102;;;60
D472;M301;;;30
D472;M302;;;30
D472;M303;;;30
D472;M304;;;30
D472;M305;;;30
D472;M401;;;300
D476;M000;;;0
D476;M001;;OUI;160
D476;M002;;OUI;160
D476;M101;;;60
D476;M102;;;60
D476;M301;;;50
D476;M302;;;50
D476;M303;;;50
D476;M304;;;50
D476;M701;;;200
D477;M000;;;0
D477;M001;Béton;;240
D477;M002;Béton;;240
D477;M101;Béton;;120
D477;M102;Béton;;120
D652;M000;;;0
D652;M008;Type_privé;OUI;1900
D652;M101;;;30
D652;M102;;;30
D652;M301;;;100
D652;M303;;;60
D652;M304;;;60
D652;M305;;;60
D652;M306;;;60
D652;M401;;OUI;150
D652;M402;;OUI;150
D652;M403;;OUI;600
D004;M000;;;0
D004;M001;;OUI;250
D004;M002;;OUI;250
D004;M003;;OUI;250
D004;M004;;OUI;250
D004;M005;;OUI;250
D004;M006;;OUI;250
D004;M007;;OUI;250
D004;M011;;OUI;500
D004;M012;;OUI;1000
D004;M013;;OUI;400
D004;M014;;OUI;500
D004;M015;;OUI;600
D004;M016;;OUI;400
D004;M017;;OUI;200
D004;M101;;;30
D004;M102;;;30
D004;M103;;;30
D004;M104;;;30
D004;M201;;;40
D004;M202;;;40
D004;M301;;;125
D004;M302;;;125
D004;M303;;;125
D004;M304;;;125
D004;M305;;;125
D004;M306;;;125
D004;M307;;;125
D004;M308;;;125
D006;C09;Cellule_Metal_Fond_plat;;4200
D006;M001;;OUI;250
D006;M002;;OUI;250
D006;M003;;OUI;500
D006;M004;;OUI;500
D006;M005;;OUI;800
D006;M006;;OUI;800
D006;M007;;OUI;800
D006;M008;;OUI;800
D006;M101;;;28
D006;M102;;;28
D006;M103;;;28
D006;M201;;OUI;50
D006;M202;;OUI;50
D006;M203;;OUI;50
D006;M204;;OUI;50
D006;M205;;OUI;50
D006;M206;;OUI;50
D006;M301;;;0
D006;M302;;;0
D006;M303;;;0
D006;M304;;;0
D006;M305;;;0
D006;M306;;;0
D006;M307;;;0
D006;M308;;;0
D006;M309;;;0
D007;M000;;;0
D007;M101;;;50
D007;M102;;;50
D007;M301;;;60
D007;M302;;;60
D007;M303;;;60
D007;M304;;;60
D007;M305;;;60
D007;M701;;;2000
D014;M000;;;0
D014;M101;;;50
D014;M102;;;50
D014;M103;;;50
D014;M104;;;50
D014;M301;;;50
D014;M302;;;50
D014;M303;;;100
D014;M304;;;100
D014;M305;;;100
D014;M306;;;100
D014;M307;;;100
D014;M308;;;100
D014;M309;;;100
D014;M310;;;100
D014;M401;;;1000
D019;M000;;;0
D019;M001;;OUI;250
D019;M002;;OUI;250
D019;M003;;OUI;400
D019;M004;;OUI;400
D019;M005;;OUI;400
D019;M006;;OUI;400
D019;M007;;OUI;400
D019;M008;;OUI;400
D019;M101;;;30
D019;M102;;;30
D019;M103;;;75
D019;M301;;;125
D019;M302;;;125
D019;M303;;;125
D019;M304;;;125
D019;M305;;;125
D020;M000;;;0
D020;M001;;OUI;150
D020;M002;;OUI;150
D020;M101;;;50
D020;M102;;;50
D020;M701;;;300
D020;M702;;;300
D020;M703;;;600
D021;M000;;;0
D021;M001;;OUI;250
D021;M002;;OUI;250
D021;M101;;;25
D021;M102;;;25
D021;M103;;;20
D021;M104;;;20
D021;M701;;;2000
D029;M000;;;0
D029;M001;;OUI;100
D029;M002;;OUI;100
D029;M101;;;50
D029;M102;;;50
D029;M701;;;150
D037;M000;;;0
D037;M701;;;1500
D051;M000;;;0
D051;M001;;;600
D051;M002;;;600
D051;M003;;;600
D051;M004;;;600
D051;M005;;;600
D051;M101;;;25
D051;M401;;;1000
D059;M000;;;0
D059;M001;;;60
D059;M002;;;200
D059;M003;;;200
D059;M101;;;40
D059;M401;;OUI;2000
D067;M000;;;0
D067;M701;;;300
D067;M702;;;300
D067;M703;;;300
D502;M000;;;0
D502;M001;;OUI;200
D502;M002;;OUI;200
D502;M003;;OUI;200
D502;M004;;OUI;200
D502;M005;;OUI;200
D502;M006;;OUI;198
D502;M007;;OUI;200
D502;M008;;OUI;200
D502;M009;;OUI;200
D502;M010;;OUI;200
D502;M101;;;30
D502;M102;;;20
D502;M103;;;20
D502;M401;;;1000
D603;M000;;;0
D603;M001;Palplanche;OUI;100
D603;M002;;OUI;100
D603;M003;;OUI;100
D603;M004;;OUI;100
D603;M005;;OUI;650
D603;M006;;OUI;650
D603;M007;;OUI;650
D603;M008;;OUI;650
D603;M009;;OUI;650
D603;M010;Palplanche;OUI;650
D603;M011;Palplanche;OUI;650
D603;M012;Palplanche;OUI;650
D603;M013;Palplanche;OUI;650
D603;M014;Palplanche;OUI;650
D603;M015;Palplanche;OUI;650
D603;M016;Palplanche;OUI;650
D603;M017;;OUI;3500
D603;M118;;;110
D603;M119;;;110
D603;M120;;;25
D603;M121;;;25
D603;M301;;;300
D603;M302;;;90
D603;M303;;;90
D603;M304;;;90
D603;M305;;;90
D603;M306;;;90
D603;M307;;;90
D603;M308;;;90
D603;M401;;;600
D603;M801;;;1500
D605;M000;;;0
D605;M001;;OUI;1700
D605;M002;;OUI;1700
D605;M003;;OUI;1700
D605;M004;;OUI;1700
D605;M005;;OUI;1700
D605;M006;;OUI;1700
D605;M121;;;50
D605;M122;;;50
D605;M123;;;50
D605;M124;;;50
D605;M125;;;25
D605;M301;;;80
D605;M302;;;80
D605;M303;;;80
D605;M304;;;80
D605;M305;;;80
D605;M306;;;80
D605;M401;;;500
D605;M402;;;400
D605;M403;;OUI;100
D613;M000;;;0
D613;M001;Palplanche;OUI;800
D613;M002;Palplanche;OUI;800
D613;M003;Palplanche;OUI;800
D613;M004;Palplanche;OUI;800
D613;M005;;OUI;2600
D613;M006;;OUI;2600
D613;M010;Cellule_palplanche;;300
D613;M303;;;80
D613;M304;;;80
D613;M305;;;80
D613;M306;;;80
D613;M307;;;80
D613;M308;;;80
D613;M401;;OUI;800
D613;M402;;OUI;800
D614;M000;;;0
D614;M001;Palplanche;OUI;800
D614;M002;Palplanche;OUI;800
D614;M003;Palplanche;OUI;800
D614;M004;Palplanche;OUI;800
D614;M005;;OUI;3200
D614;M006;;OUI;3200
D614;M010;Palplanche;OUI;300
D614;M101;;;80
D614;M102;;;80
D614;M103;;;80
D614;M104;;;80
D614;M301;;;100
D614;M302;;;100
D614;M303;;;100
D614;M304;;;100
D614;M305;;;100
D614;M306;;;100
D614;M307;;;100
D614;M308;;;100
D625;M000;;;0
D625;M301;;;100
D625;M302;;;100
D625;M303;;;500
D625;M304;;;500
D625;M401;;;500
D625;M402;;;500
D625;M403;;;100
D625;M404;;;100
D625;M422;;OUI;1500
D632;M000;;;0
D632;M001;;OUI;1500
D632;M002;;OUI;1500
D632;M003;;OUI;1500
D632;M004;;OUI;1500
D632;M101;;;100
D632;M102;;;100
D632;M301;;;90
D632;M302;;;90
D632;M303;;;90
D632;M304;;;90
D632;M305;;;90
D632;M401;;;100
D632;M402;;;100
D632;M403;;;100
D304;C04;Plateforme_int;;9200
D304;C05;Plateforme_int;;9200
D304;C06;Plateforme_int;;9200
D094;C01;Cellule_C01;Cellule_Metal_Fond_plat;5200
D711;C01;Cellule_C01;Cellule_Metal_Fond_conique;180
D711;C02;Cellule_C02;Cellule_Metal_Fond_conique;180
D711;C03;Cellule_C03;Cellule_Metal_Fond_conique;180
D711;C04;Cellule_C04;Cellule_Metal_Fond_conique;180
D711;C05;Cellule_C05;Cellule_Metal_Fond_plat;40
D711;C06;Cellule_C06;Cellule_Metal_Fond_plat;35
D711;C07;Cellule_C07;Cellule_Metal_Fond_plat;40
D084;C01;Cellule_C01;Cellule_Metal_Fond_plat;250
D084;C02;Cellule_C02;Cellule_Metal_Fond_plat;250
D084;C03;Cellule_C03;Cellule_Metal_Fond_plat;250
D084;C04;Cellule_C04;Cellule_Metal_Fond_plat;250
D084;C05;Cellule_C05;Cellule_Metal_Fond_plat;250
D084;C06;Cellule_C06;Cellule_Metal_Fond_plat;250
D084;C07;Cellule_C07;Cellule_Metal_Fond_plat;250
D084;C08;Cellule_C08;Cellule_Metal_Fond_plat;250
D084;C09;Cellule_C09;Cellule_Metal_Fond_plat;250
D084;C10;Cellule_C10;Cellule_Metal_Fond_plat;250
D648;C01;Case_001;Plateforme_couverte;4500
